,note_globale,compagnie_aerienne,avis,note,site
10,4.0,Air France,"Nous avons réservé directement sur le site Air France un vol aller-retour à destination de la Norvège au mois de décembre dernier. Les tarifs proposés étaient raisonnables en classe economy avec des bagages inclus. Le processus de réservation est simple et assez rapide. Air France propose de s'inscrire gratuitement à leur programme de fidélité ""Flying Blue"" ; ce qui permet de cumuler des miles pour chaque réservation sur une compagnie du groupe ( Air France, KLM, Transavia... ) et ainsi bénéficier de services supplémentaires tels que le choix du siège et un accès prioritaire par exemple. La veille du décollage, un e-mail nous est adressé pour procéder à l'enregistrement en ligne et ainsi gagner du temps à l'aéroport. ",5.0,ebuyclub.com
11,4.0,Air France,"Air France est une compagnie aérienne qui ne vaut pas son prix élevé. Les tarifs sont excessivement chers pour ce que vous obtenez en retour, notamment des sièges peu confortables et un service à bord insuffisant. Les vols sont souvent en retard, et les repas à bord sont médiocres. Les membres d'équipage semblent peu intéressés par le bien-être des passagers et le service clientèle est peu réactif et peu disposé à aider en cas de problème. Je déconseille fortement cette compagnie aérienne et je chercherais une alternative pour mes prochains voyages. ",0.5,ebuyclub.com
12,4.0,Air France,"Je me suis procurée un vol Air-France départ France et de la destination Maroc, le billet était assez abordable et je fais confiance a Air-France la dessus au niveau de la qualité des vols par rapport a la concurrence. J'ai été habituée a de très bons vols et de très bonne qualité de vol. Cependant, la note est telle car trois jours avant la date prévue du vol, celui-ci s'est vu s'annuler pour une raison quelquonque. Je suis assez déçue car j'ai du prendre un vol chez une autre compagnie et pour un prix plus haut que celui de Air-France, evidemment, le billet Air-France que je m'étais procurée m'a été remboursé sous 2 jours ouvrés",3.5,ebuyclub.com
13,4.0,Air France,"Toujours un plaisir de voyager avec airfrance en ce qui me concerne . la procedure d'achat est simple et finalement lorsqu'on a des dates flexibles, c'est plutot bon marche . . ils ont surtout en ce moment a cause de la crise du coronavirus une politique de remboursement en cas d'annulation qui est vraiment formidable. . cela fidelise les clients car cette politique est vraiment agreable. Il me semble que Air france fait des efforts en ce qui concerne le personnel naviguant commercial qui sont franchement sympa",5.0,ebuyclub.com
14,4.0,Air France,"j'utilise régulièrement cette compagnie et j'en suis satisfait. Nous pouvons cumuler des miles avec la carte de paiement associé. De plus ces miles sont valables a vie. Les tarifs ne sont pas très chers lorsqu'on peut s'organiser longtemps a l'avance ( minimum 6 mois) . L'important , pour moi, est de voyager avec une compagnie sure c'est pour cela que je préfère voyager avec des compagnies aériennes régulières plutôt que des compagnie low cost. Le personnel navigant est toujours sympa et l'application Airfrance est facile d'utilisation",5.0,ebuyclub.com
15,4.0,Air France,j ai passe deux achats chez air France en passant par mon lien ebuyclub le cachback a mis du temps et il a fini par arriver super pratique ca fait toujours plaisir je voyage très souvent avec air France c est une très bonne compagnie rapport qualité prix . je paye pas tres cher mes voyages en plus y a des correspondances pour un peu partout dans le monde et l aéroport a paris est pas mal surtout si on arrive a rentrer dans un lounge je recommande a celui qui voyage de passer par le cachback avant d acheter le billet,4.5,ebuyclub.com
16,4.0,Air France,"Avis mitigé sur les services d'Air France qui ressemble malheureusement de plus en plus à une compagnie low cost, sauf que le prix du billet est toujours élevé ! Néanmoins, à la différence de leur partenaire KLM, leur personnel est agréable. Ce qui n'est pas négligeable considérant le peu de sérieux et d'amabilité que présentent leurs collègues de chez KLM... Autrement, un site internet relativement fluide, une application facile d'utilisation et pratique pour présenter ses cartes d'embarquement. ",3.0,ebuyclub.com
17,4.0,Air France,"Billet d'avion réservé avec facilité sur le site internet de la compagnie. Suite à un problème technique le service client a été à l'écoute est a résolu mon problème de réservation. Le service à bord et au départ de l'aéroport sont plus que correcte de la part de la compagnie. L'avion était propre, le personnel était très accueillant et toutes les mesures de protection et de lutte contre le COVID sont respectés. J'ai également procédé à un achat de baggage supplémentaire sur le site avant le départ, ceci c'est fait sans aucun soucis. Je recommande la compagnie Air France",5.0,ebuyclub.com
18,4.0,Air France,"Un avis mitigé sur la qualité du service d'Air France dans la mesure où leurs vols ressemblent de plus en plus à du low cost alors que les prix sont quant à eux toujours aussi élevés! Néanmoins, le personnel d'Air France est agréable ce qui n'est pas négligeable d'autant que l'on ne peut pas en dire autant de leurs collègues de KLM qui fait partie de l'alliance SkyTeam et donc avec l'on est amené à voyager en réservant sur AirFrance. Le site internet est fluide, l'application est pratique en particulier pour la présentation des cartes d'embarquement. ",4.0,ebuyclub.com
19,4.0,Air France,"Un avis mitigé sur la qualité du service d'Air France dans la mesure où leurs vols ressemblent de plus en plus à du low cost alors que les prix sont quant à eux toujours aussi élevés! Néanmoins, le personnel d'Air France est agréable ce qui n'est pas négligeable d'autant que l'on ne peut pas en dire autant de leurs collègues de KLM qui fait partie de l'alliance SkyTeam et donc avec l'on est amené à voyager en réservant sur AirFrance. Le site internet est fluide, l'application est pratique en particulier pour la présentation des cartes d'embarquement. ",4.0,ebuyclub.com
20,4.0,Air France,"J'ai acheté un billet d'avion le 9 novembre 2018 aller retour Toulouse- La Martinique et la cie a été très réactive à mes demandes et les documents reçus très explicites.
A mon dernier voyage avec Air France ma valise a été abîmée (poignée cassée, rayures sur un côté).
Sur présentation de justificatif d'achat d'une nouvelle valise, Air France m'a remboursé l'intégralité du montant engagé.
Ce remboursement a été effectué 72h après mon envoi du justificatif.
Très bon rapport qualité-prix  en comparaison des autres cie",4.0,ebuyclub.com
21,4.0,Air France,Air France est un site marchand de confiance qui sait bien traiter ses clients. On peut reprocher à ce marchand des tarifs plus élevés que la concurrence ( vols low-cost) mais la qualité des services proposés est irréprochable. ,5.0,ebuyclub.com
22,4.0,Air France,"Le site AirFrance est très clair, j'ai réservé et réglé des Billets d'avions à plusieurs reprise et tout c'est très bien passé les vols sont très bon au niveau des horaires ainsi que les prix sont très bien aussi",5.0,ebuyclub.com
23,4.0,Air France,"je recommande toujours de voyage avec la compagnie air france, les vols sont toujours sans surprise et le service au comptoir et au bord est impeccable. les prix sont souvent abordables pour la plupart des vols. ",5.0,ebuyclub.com
24,4.0,Air France,"Air France est une bonne compagnie, le personnel est sympathique et il est agréable de voyager à bord de leurs avions. Cependant, les grèves répétées, les annulations au dernier moment et les retards gâchent souvent tout. C'est dommage. ",3.0,ebuyclub.com
25,4.0,Air France,Je suis contente de voyager avec cette compagnie aérienne à chaque que je part en voyage même si on a déjà eu quelques petites péripéties . Je continuerais à utiliser cette compagnie avec ses tarifs flexibles. ,5.0,ebuyclub.com
26,4.0,Air France,"Que dire sur Air France? Les prestations sont au niveau, les tarifs souvent elevés, mais selon les périodes et en s'y prenant à l'avance, il est possible d'obtenir des tarifs se rapprochant du low-cost, mais souvent avec des horaires plus sympa",4.0,ebuyclub.com
27,4.0,Air France,"site de confiance que j'affectionne particulièrement, j'ai commandé à de très nombreuses reprises sur leur site, aucuns problèmes pour la réservation et le paiement des billets, réception des billets électroniques quasi-immédiate",5.0,ebuyclub.com
28,4.0,Air France,application avec connexion rapide site clair et sympa conservation de la carte de fidelite skyteam et des billets d avion dans passbook pratique et sympa consultation des miles simples conservation du mot de passe pratique,5.0,ebuyclub.com
29,4.5,Iberia,"J'ai réservé sur le site d'Iberia pour prendre des billets d'avion, j'en suis très contente. Ce site est super, il est très facile d'utilisation. J'ai reçu ma reservation pratiquement immédiatement. Je n'ai pas eu de recours a un code promo Iberia mais j'ai eu l'avantage d'avoir du cashback avec ebuyclub. les prix des billets étaient assez élevés donc le cashback était un reel avantage. Il n'y a eu aucun beug. J'ai utilisé ce site le 23 novembre, je recommande cette plateforme de réservation et je recommanderai moi meme dessus. ",5.0,ebuyclub.com
30,4.5,Iberia,"nous avons choisi de faire voler notre fille de 14 ans par Iberia car ils acceptent les jeunes à partir de cette age sans accompagnement, ce qui permet de trouver beaucoup plus de vols ; Elle a fait un Aller Retour Paris - Madrid en 2 heures, sans problèmes, et malgré une embarquement plus simplifié que Air France, il n'y a pas eu de problèmes. Nous l'avions en contact téléphonique tout le long de l'embarquement pour la rassurer, et elle a su se débrouiller et demander de l'aide si besoin. Elle reprendra ce vol",4.0,ebuyclub.com
31,4.5,Iberia,Je suis très satisfaite du service après vente de Iberia. J'ai acheté des billets et je n'ai pas pu voyager pour cause de covid. J'ai obtenu un avoir de la compagnie aérienne. J'ai obtenu rapidement le remboursement de mon vol retour et j'ai néanmoins rencontré quelques difficultés pour me faire rembourser l'aller. J'ai dû contacter la compagnie à plusieurs reprises par téléphone mais les demandes de remboursement liées au problème de santé ne se font que par mail. J'au dû envoyer plusieurs mails afin d'obtenir satisfaction. Le bilan final est positif. ,4.0,ebuyclub.com
32,4.5,Iberia,"bonjour, billets d'avions achetés pour partir à Madrid. Achats intéressant, même si le pourcentage par rapport à d'autres sites Internet proposent des remises plus conséquentes comme airBnb. Mais c'est toujours mieux que rien. Achat effectué le 15 / 09 / 2022. La réservation en passant par Ebuyclub est toujours un peu complexe pour ma part à utiliser car on ne sait jamais si on a l'assurance de bien être passé par Ebuyclub. ",4.0,ebuyclub.com
33,4.5,Iberia,"Le processus de réservation chez Iberia s'est bien déroulé et le cashback a bien été pris en compte, déduction faite d'un avoir chez eux que j'ai utilisé - comme prévu. Pas de mauvaise surprise donc. La compagnie elle-même : peut-être moins agréable que certains concurrents ( notamment les compagnies du golfe) , mais elle reste incontournable pour les destinations sud-américaines notamment. Le nombre de destinations desservies et les tarifs attractifs suffisent à inciter chez eux et non chez la concurrence dans la plupart des cas. La seule fausse note viendrait peut-être des repas qui sont moyens. Recommandé quand même ! ",5.0,ebuyclub.com
34,4.5,Iberia,"En mars 2021 nous avons choisi de prendre la compagnie Iberia pour notre voyage à Madrid. Nous sommes partis de l'aéroport Charles De Gaule. Très bonne compagnie, nous avons trouver le personnel à bord très agréable et souriant. Nous n'avons eu aucun code promotionnelle. Nous avons pris les billets premiers prix. La commande s'est faite directement sur le site de Iberia. Nous sommes même arrivés en avance à destination! L'embarquement s'est fait de manière efficace et rapide. Je recommande cette compagnie. ",5.0,ebuyclub.com
35,4.5,Iberia,J'ai reservé deux vols avec cette compagnie et en suis satisfaite vu le prix des billets par rapport a d'autres compagnies pour les mêmes destinations. Un large choix d'horaire ce qui est plutôt pratique. Je réserve un bémol pour le service client qui est payant et coûte 15 centimes la minute surtout que mon interlocuteur parlait très lentement la communication devient vite onéreuse. 1euros 20 pour juste supprimer une lettre un nom sur un billet a cause d'une faute de frappe... Sinon rien à redire,3.5,ebuyclub.com
36,4.5,Iberia,"J'ai acheté un aller retour paris - las palmas en février 2020 Le processus de commande s'est moyennement déroulé car plusieurs problèmes techniques, ( pages qui laguent, mail de confirmation reçu tardivement, nous avons du essayer au moins 3 moteurs de recherches différents pour avoir moins de bug) nous faisant craindre d'une commande non passée malgré un paiement je n'ai pas eu recours à une promotion la commande a été validée après quelques heures par mail sinon bon service à bord, personnel très agréable avion rudimentaire pas de nourriture à bord sauf si paiement",4.0,ebuyclub.com
37,4.5,Iberia,"Je l'ai acheté sur le site officiel, mon billet de barcelone vers madrid en 13 / 11 / 2020. Le processus de commande s'étais bien passé J'ai pas eu recours à un code promo. Le délai de livraison a t-il été respecté. La résérvation c'étais guidé. *Je l'ai acheté sur le site officiel, mon billet de barcelone vers madrid en 13 / 11 / 2020. Le processus de commande s'étais bien passé J'ai pas eu recours à un code promo. Le délai de livraison a t-il été respecté. La résérvation c'étais guidé. Je l'ai acheté sur le site officiel, mon billet de barcelone vers madrid en 13 / 11 / 2020. Le processus de commande s'étais bien passé J'ai pas eu recours à un code promo. Le délai de livraison a t-il été respecté. La résérvation c'étais guidé",5.0,ebuyclub.com
38,4.5,Iberia,"Au niveau du prix et de la ponctualité, cette compagnie aérienne est très compétitive. Le confort à bord n'est pas pire que dans les autres compagnies, collation servie payante ( et très chère) et place en cabine réduite au strict minimum. Ca reste vivable que pour les vol moyen courreier soit deux heures de vol maximum. Le seul reproche est le temps d'attente pour faire l'enregistrement à l'aéroport, on a l'impression que les opératrice découvre un ordinateur pour la première fois de leur vie, ainsi, il faut arriver très en avance. ",4.0,ebuyclub.com
39,4.5,Iberia,"Impossible alors que nous voyagions en famille 2 adultes et deux enfants de voyager les uns à côté des autres sauf à payer un supplément de 38€ par personne lors des vols entre Madrid et San-José. Nous avons donc au vol aller comme au vol retour voyagé loin de nos enfants. Le plus agaçant étant que cet éloignement des familles est volontairement organisé par Ibéria. En effet, bien que lors de notre Check-in il y avait plusieurs rangs ou quatre places côte à côte étaient disponibles et je précise qu'il ne s'agissait pas de place ne pouvant pas accueillir des enfants, elles ne nous ont jamais été proposées. Nous aurions même été ravis de voyager par paire 2x2, mais là encore impossible. Iberia pourra évoquer ce qu'elle veut : après renseignement auprès d'autres familles dans l'avion à l'aller c",1.5,ebuyclub.com
40,4.5,Iberia,"Achat de billets Paris / Madrid pour l'automne à prix tout doux, via internet. Tarifs plus intéressants que les low costs. . Service clients compétent et compréhensif, par téléphone. Disponible jusqu'à 20h, 7 / 7, bien pratique. Merci ! Site internet très bien fait. Paiement par CB et bien d'autres type de paiements électroniques. Mail de confirmation et avec billets bien reçus et impeccable ds les aéroports. Parfait ! Que demander de plus ? :) Bon rapport qualité / prix. Je recommande vivement. ",4.0,ebuyclub.com
41,4.5,Iberia,"A cause de mon travail, je me déplace souvent en Espagne. Du coup, Iberia est une des compagnies que je prends le plus souvent. Les horaires sont assez convenables, le service est très correct, les avions ont un confort notable... Le seul bémol peut être est que d'autres fois que j'ai réservé avec Iberia, ils ne valident pas le Cashback ( alors que j'ai bien pris l'avion) . Du coup, ça oblige à passer par le service client de Ebuyclub et, jusqu'à présent, ils ont toujours validé d'eux-mêmes le Cashback. Iberia se positionne comme une compagnie pas low cost, avec des services correctes. En gros, on ne parle pas de Easyjet, Vueling ou Transavia ici. On parle d'une gamme plus type Air Europa, Air France, etc. Bien sûr, on est loin encore de les comparer avec FlyEmirates ou Qatar... ",5.0,ebuyclub.com
42,4.5,Iberia,"J'ai acheté des billets pour le Salvador en mars prochain, retour du Guatemala, leur prix est le moins cher de toutes les compagnies aériennes sur ces deux destinations combinées, avec des vols à escale toutefois - mais une seule escale, pas trop longue, en Espagne. En commandant directement sur le site de la compagnie, c'est plus simple, facile, rapide et moins coûteux que sur certains sites d'intermédiaires que j'avais également consulté. Attention cependant, les prix bas sont conditionnés aux critères des compagnies low cost : un seul bagage en cabine autorisé, si on veut ajouter un bagage en soute c'est 100 euros de plus par personne; et pas de repas à bord, il faut également payer ( cher) ... tant pis, on mangera à l'escale ! ",4.0,ebuyclub.com
43,4.5,Iberia,"Fin octobre 2018 nous avons effectué un vol Paris Fuerteventuras avec Iberia avec nos 2 enfants . Bilan de l expérience :
- impossible d imprimer les cartes d embarquement des enfants. 
- assistance téléphonique payante injoignable
- assistance en ligne en aanglais nous a repondu 72h apres le vol
- nous n avons pas eu les places pour lesquelles nous avions paye un supplément 
- nos bagages ont été livrés avec 48h de retard
- le sav refuse toute indemnisation après nous avoir demandé une dizaines de justificatifs. Nous demandions 50eur pour les 2 bagages perdus (sur 200eur payés) et les remboursements du supplément pour les places soit 116 eur.
Nous sommes extrêmement mécontents de cette compagnie. A fuir absolument",0.5,ebuyclub.com
44,4.5,Iberia,Je pense que c'est une des plus sympa compagnie aérienne. on regrette l'absence de journaux sportifs. Les collations et les repas sont très bien. Tous les comptoirs sont la pour vous renseigner avec le sourire c 'est pas le cas dans toutes les compagnies aériennes. Le passage à Madrid obligatoire pour les trajets longs courriers sont agréables et le cheminement bien indiqué car l'aéroport est immense avec son métro. Les enfants sont bien acceuillis avec des livrets et une attention particulière ce qui fait apparaitre le vol moins long pour les parents. ,4.0,ebuyclub.com
45,4.5,Iberia,"Voler avec iberia est très agréable, les reservations par le site sont très faciles et de plus, on cumule des avios a chaque achat de billets. ceci fait un crédit déductible d'un prochain vol ! compagnie sérieuse, toujours fiable",5.0,ebuyclub.com
46,4.5,Iberia,la réservation est simple et rapide. Très pratique quand on ne peut pas se déplacer pour réserver en boutique physique. Le paiement est sécurisé. Aucun souci pour ma part. Je recommande. Je réserverai volontiers. ,5.0,ebuyclub.com
47,4.5,Iberia,"1er vol sur cette compagnie à destination de Madrid, avions confortables et on a de l'espace pour les jambes ! Service et accueil agréables, peut-être avoir un peu plus de personnel parlant français à bord... Pas de problème particulier de retard ou autres et pour des tarifs intéressants.",5.0,ebuyclub.com
48,4.5,Iberia,Réservation simple et rapide pour un voyage à la fin du mois. Les prix restent abordables même avec une valise en soute. Et l'on peut choisir sa place! Toutes les compagnies n'offrent pas cette option. ,5.0,ebuyclub.com
49,4.5,Iberia,compagnie d'aviation espagnole fiable avec de bonne prestation de service site facile a utiliser prix compétitif sur les longs courriers surtout pour l'Amérique de sud rarement en gréve et respecte les horaire je recommande cette compagnie,5.0,ebuyclub.com
50,4.5,Iberia,"Site bien fait, tarif meilleur que sur les sites de recherche spécialisé, en bref rien a redire... . . Petit bémol pour les tarifs enfants, mon fils ayant 2 ans paye le même tarif que nous. Une petite remise aurait été sympa... . ",5.0,ebuyclub.com
51,4.5,Iberia,"Compagnie aérienne avec un parc d'avions assez récents. Sur mon vol, je disposais d'un écran individuel avec un large choix de films et de jeux. Seul regrêt que l'offre cinématographique ne soit pas plus francophone;",5.0,ebuyclub.com
52,4.5,Iberia,"On n'est pas dans le low coast, et pourtant même pas un verre d'eau servi. Néanmoins la ponctualité est là et nos bagages ont bien suivi malgré une correspondance ave à l'origine deux billets achetés séparément. ",5.0,ebuyclub.com
53,4.5,Iberia,Voyage sans souci avec IBERIA EXPRESS ( compagnie low cost d'IBERIA) . Divertissement et films proposés en wifi sur téléphone / tablettes personnelles. Excellente idée! Vols ponctuels et pas de soucis de bagages avec la correspondance. Je recommande. ,5.0,ebuyclub.com
54,4.5,Iberia,"Pas grand-chose à envier à notre compagnie nationale, l'essayer c'est l'adopter ! Si vous souhaitez voyager, vous pouvez y aller ! Le cashback ( bien que pas très élevé) viendra s'ajouter aux bons prix. Bon voyage ! ",3.5,ebuyclub.com
55,4.5,Iberia,"Site web très ergonomique, différentes offres, pour tous les budgets, seul bémol le 3D secure pour le paiement n'est pas actif. Je conseille Iberia pour des vols moyens ou longs courriers vers l'Europe ou le reste du monde. ",5.0,ebuyclub.com
56,4.5,Iberia,Je prends souvent cette compagnie et je peux dire que je ne suis pas déçu. Sa ponctualité me satisfait grandement et ces retards relève pour l'essentiel de petits retard vite rattrapé lors du vol. le personnel est toujours agréable,5.0,ebuyclub.com
57,4.5,Iberia,Je prends souvent cette compagnie et je peux dire que je ne suis pas déçu. Sa ponctualité me satisfait grandement et ses retards relèvent pour l'essentiel de petits retard vite rattrapé lors du vol. le personnel est toujours agréable,5.0,ebuyclub.com
58,4.5,Iberia,"Le site d'iberia est très agréable et très intuitif. Il permet de réaliser facilement ses réservations et les tarifs proposés sont particulièrement intéressants. Par ailleurs, la visualisation des tarifs sur plusieurs jours permet de choisir au mieux sa date de voyage. Je recommande ! ! ",5.0,ebuyclub.com
59,4.5,Iberia,Très bonne compagnie aérienne. Prix abordables et plages horaires larges pour convenir au plus grand nombre. Vol très agréable avec une équipe présente et à l'écoute. Je recommande la compagnie aérienne Iberia. ,5.0,ebuyclub.com
60,4.5,Iberia,Très bon site et le service client en cas de mauvaise manipulation lors des commandes est excellent. Des prix plus bas que d'autres compagnies aériennes. Pour moi ca a été 100 euros de moins sur mon billet. Je recommande vivement. ,5.0,ebuyclub.com
61,4.5,Iberia,je viens d'acheter 3 Billets d'avion Paris - Barcelone aller / retour vraiment pas cher pour la semaine de pâques. réservation vraiment très sur leur site internet. Je vous recommande le site Iberia et je vais réutiliserai à nouveau cette compagnie. ,5.0,ebuyclub.com
62,4.5,Iberia,"Je suis enchanté par Iberia, une compagnie aérienne sérieuse et un site web parfait. Les tarifs sont tout à fait correcte et en réservant en direct sur le site les modes de paiement sont nombreux. Je recommande à 100% iberia",5.0,ebuyclub.com
63,4.5,Iberia,"une compagnie pas trop chere, trés interessant au depart de Barcelone pour les voyageurs sudistes ! utile pour les moyens courriers en europe. je recommande vivement, pas de problemes pour le paiement en ligne",5.0,ebuyclub.com
64,4.5,Iberia,Billets d'avion vraiment pas chers pour se rendre a Madrid depuis Paris aller-retour a deux . Fluide simple depuis la réservation sur le site jusqu'à l'embarquement. Je recommande et utiliserai à nouveau Iberia. ,5.0,ebuyclub.com
65,4.5,Iberia,"Avions à l'heure et personnel sympathique, on m'a même changé des billets des deux vols pour que je puisse avoir gratuitement une place à coté de moi pour mon bébé de moins de deux ans. Sans que je ne demande rien, donc c'est plutôt sympa. ",5.0,ebuyclub.com
66,4.5,Iberia,"réservation de vols facile, mais j'avais mal noté le numéro de réservation, aussi impossible de gérer mes vols, Je n'ai pas eu de confirmation sur ma messagerie, j'ai du téléphoner pour retrouver ma commande, un mail devait m'être adressé mais je l'attends toujours ! ",5.0,ebuyclub.com
67,4.5,Iberia,Compagnie aérienne officielle Espagnole très sérieuse ! Ce n'est pas une compagnie low cost mais Iberia affiche des prix aussi bas. Digne d'air France mais à un prix bien moins cher... Ne pas hésiter pour vos voyage vers l’Espagne ! ,5.0,ebuyclub.com
68,4.5,Iberia,Le site est facile à utiliser et les destinations possibles sont nombreuses. On peut réserver une voiture et un hôtel directement sur le site. Mon voyage ainsi que mon séjour à l'hôtel dans la ville de Rio de Janeiro s'est super bien passé ! ,5.0,ebuyclub.com
69,4.5,Lufthansa,"J'ai acheté un billet d'avion le 1er mars 2019. Le site est convivial. Il est agréable de rechercher des vols sur ce site car je le trouve simple et clair. Je n'ai pas eu recours à un code promo Lufthansa. Immédiatement après mon paiement, j'ai reçu les confirmations de mes réservations par mail et j'ai pu m'enregistrer en ligne. Petit plus, les vols se synchronisent automatiquement avec mon calendrier outlook, je n'ai donc aucune saisie supplémentaire à effectuer. Cette compagnie est sérieuse, je la recommande vivement!",5.0,ebuyclub.com
70,4.5,Lufthansa,"le vol est réservé pour ma collègue qui n'a pas encore effectué le trajet, c'est prévu pour dans quinze jours. Il m'est donc difficile de juger la compagnie de ce point de vue. Par contre la réservation s'est très bien passée et les tarifs étaient correctes donc je suis très satisfaite du service proposé par la compagnie et par le site internet. Je trouve . que pour juste quinze jours avant le tarif les tarifs sont compétitifs",5.0,ebuyclub.com
71,4.5,Lufthansa,"Achat vol en direction de l'Ile Maurice pour Octobre 23. La procédure de la commande bien passée. Le seul inconvénient, lors de la recherche, dommage que les places ne sont pas signalés que cela est en plus. De plus, faire payer des enfants mineurs alors qu'on sait très bien que les enfants mineurs voyage à coter de leur parent. Revoir peut être le paiement des places si enfant accompagné de ses parents. Pour l'instant très satisfait de ma commande. Même plus qu'à attendre le vol. :) :) :) ",5.0,ebuyclub.com
72,4.5,Lufthansa,"J'ai déjà eu l'occasion de voyager avec Lufthansa lors de précédents voyages professionnelles alors cette compagnie aérienne a été mon premier choix au moment de réserver mon voyage de Paris à Medellin fin janvier prochain avec un tarif très correct : 600 euros l'aller-retour. Le voyage est confortable, il y a de la place pour dormir correctement et les repas sont de qualités. Départ de l'aéroport CDG, donc facilement accessible par RER. Je recommande donc cette compagnie qui vous fera passer un trajet tout confort ! ",5.0,ebuyclub.com
